date,annee,mois,trimestre,mois_label,produit,categorie,type_chimique,fournisseur,quantite_kg,prix_litre_eur,cout_total_eur,ph,ph_neutre,cov_g_par_l,charge_cov_g,dbo5_mg_par_l,biodegradabilite_pct,lc50_daphnie_mg_par_l,dose_utilisation_ml_par_l,score_env,segment_risque,ratio_cout_score,est_eco,ecolabel_eu,conforme_reach,nordic_swan
2022-03-01,2022,3,1,2022-03,Désodorisant enzymatique,désodorisant,enzymatique,IndustraNett,286.4,13.82,3958.05,6.6,True,0.31,88.78,751.8,77.7,217.9,58.5,7.51,Faible risque,1.84,True,True,True,True
2022-03-01,2022,3,1,2022-03,Désodorisant industriel masquant,désodorisant,synthétique,VerteChimie,247.9,10.37,2570.72,7.8,True,5.53,1370.89,396.3,49.8,85.2,31.0,5.69,Risque modéré,1.822,False,False,True,False
2022-03-01,2022,3,1,2022-03,Mousse écologique certifiée,nettoyant multi,biosourcé,ProHygiène,311.2,55.05,17131.56,8.0,True,0.43,133.82,972.5,88.9,452.2,34.8,9.07,Faible risque,6.069,True,False,True,True
2022-03-01,2022,3,1,2022-03,Emulsion sol biosourcée,entretien sol,biosourcé,ChemPro,124.8,54.68,6824.06,7.7,True,0.38,47.42,727.6,91.7,109.1,24.7,7.19,Risque modéré,7.605,True,True,True,False
2022-03-01,2022,3,1,2022-03,Antirouille process,traitement surface,acide,ProHygiène,498.2,26.1,13003.02,3.5,False,9.9,4932.18,95.2,42.4,67.3,53.4,4.47,Risque élevé,5.839,False,False,True,False
2022-03-01,2022,3,1,2022-03,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ChemPro,458.1,44.9,20568.69,6.6,True,0.53,242.79,802.0,98.3,673.1,45.2,9.82,Faible risque,4.572,True,True,True,True
2022-03-01,2022,3,1,2022-03,Décapant sol industriel,décapant,solvant,VerteChimie,293.4,21.37,6269.96,5.5,False,136.62,40084.31,330.2,64.4,6.5,15.8,3.69,Risque élevé,5.791,False,False,False,False
2022-04-01,2022,4,2,2022-04,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,ChemPro,86.4,35.12,3034.37,8.2,True,0.62,53.57,666.2,92.6,173.8,11.4,7.44,Risque modéré,4.72,True,False,True,False
2022-04-01,2022,4,2,2022-04,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,VerteChimie,448.4,12.98,5820.23,5.9,False,11.29,5062.44,190.2,46.3,33.1,66.5,5.1,Risque modéré,2.545,False,False,True,False
2022-04-01,2022,4,2,2022-04,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ChemPro,464.4,27.76,12891.74,7.6,True,0.44,204.34,830.5,86.4,453.9,4.5,9.12,Faible risque,3.044,True,False,True,True
2022-04-01,2022,4,2,2022-04,Décapant sol industriel,décapant,solvant,VerteChimie,262.1,16.94,4439.97,9.9,False,115.75,30338.08,328.8,42.4,6.0,63.9,2.87,Risque élevé,5.902,False,False,True,False
2022-04-01,2022,4,2,2022-04,Dégraissant alcalin HD,dégraissant,alcalin,ProHygiène,242.5,4.27,1035.47,13.3,False,8.48,2056.4,340.8,42.8,55.2,26.7,3.56,Risque élevé,1.199,False,False,True,False
2022-04-01,2022,4,2,2022-04,Emulsion sol biosourcée,entretien sol,biosourcé,IndustraNett,177.7,45.15,8023.15,7.8,True,0.48,85.3,743.0,75.1,421.7,7.4,8.53,Faible risque,5.293,True,False,True,False
2022-04-01,2022,4,2,2022-04,Cire sol industrielle,entretien sol,solvant,IndustraNett,174.1,28.01,4876.54,7.8,True,148.1,25784.21,417.2,52.8,9.1,13.9,3.42,Risque élevé,8.19,False,False,True,False
2022-04-01,2022,4,2,2022-04,Nettoyant inox écologique,nettoyant inox,biosourcé,ChemPro,414.9,36.43,15114.81,6.5,True,0.51,211.6,1017.5,85.6,371.3,74.1,8.64,Faible risque,4.216,True,False,True,True
2022-04-01,2022,4,2,2022-04,Nettoyant haute pression concentré,nettoyant HP,alcalin,EcoClean,300.9,3.75,1128.38,12.1,False,7.16,2154.44,352.0,46.5,117.9,42.1,4.44,Risque élevé,0.845,False,False,True,False
2022-05-01,2022,5,2,2022-05,Nettoyant acide détartrant,détartrant,acide,IndustraNett,369.6,7.0,2587.2,3.0,False,9.66,3570.34,93.1,62.6,58.0,69.6,4.87,Risque élevé,1.437,False,False,True,False
2022-05-01,2022,5,2,2022-05,Décapant sol industriel,décapant,solvant,IndustraNett,273.7,40.73,11147.8,7.3,True,58.86,16109.98,279.4,53.6,4.2,25.5,4.76,Risque élevé,8.557,False,False,False,False
2022-05-01,2022,5,2,2022-05,Dégraissant solvant chloré,dégraissant,solvant,ProHygiène,305.0,29.08,8869.4,6.4,False,68.39,20858.95,477.9,30.2,5.5,61.9,3.84,Risque élevé,7.573,False,False,True,False
2022-05-01,2022,5,2,2022-05,Antirouille process,traitement surface,acide,EcoClean,482.8,19.02,9182.86,3.8,False,8.44,4074.83,141.2,28.8,77.2,8.9,4.23,Risque élevé,4.496,False,False,True,False
2022-05-01,2022,5,2,2022-05,Nettoyant inox alimentaire,nettoyant inox,acide,IndustraNett,461.7,40.68,18781.96,1.9,False,9.21,4252.26,103.3,52.0,79.3,57.2,4.34,Risque élevé,9.373,False,False,True,False
2022-05-01,2022,5,2,2022-05,Nettoyant haute pression concentré,nettoyant HP,alcalin,ChemPro,142.1,39.97,5679.74,13.2,False,12.47,1771.99,483.4,62.9,68.9,51.8,4.23,Risque élevé,9.449,False,False,True,False
2022-05-01,2022,5,2,2022-05,Antirouille process,traitement surface,acide,IndustraNett,450.5,7.03,3167.02,2.7,False,10.69,4815.84,123.0,38.2,123.5,7.2,4.42,Risque élevé,1.59,False,False,True,False
2022-06-01,2022,6,2,2022-06,Dégraissant alcalin HD,dégraissant,alcalin,EcoClean,275.7,5.74,1582.52,11.2,False,9.24,2547.47,352.7,50.6,94.0,41.0,4.67,Risque élevé,1.229,False,False,True,False
2022-06-01,2022,6,2,2022-06,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,IndustraNett,262.5,31.04,8148.0,8.1,True,18.05,4738.12,228.5,25.1,16.6,29.9,4.27,Risque élevé,7.269,False,False,True,False
2022-06-01,2022,6,2,2022-06,Nettoyant acide détartrant,détartrant,acide,ProHygiène,59.8,34.57,2067.29,3.4,False,9.66,577.67,144.2,29.2,78.8,13.2,4.11,Risque élevé,8.411,False,False,True,False
2022-06-01,2022,6,2,2022-06,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,ProHygiène,381.3,4.16,1586.21,8.2,True,0.61,232.59,612.8,93.5,183.8,59.2,7.53,Faible risque,0.552,True,True,True,False
2022-06-01,2022,6,2,2022-06,Dégraissant solvant chloré,dégraissant,solvant,ChemPro,36.0,35.78,1288.08,7.0,True,121.96,4390.56,282.5,28.5,10.2,10.0,3.29,Risque élevé,10.875,False,False,True,False
2022-06-01,2022,6,2,2022-06,Nettoyant inox écologique,nettoyant inox,biosourcé,IndustraNett,453.1,36.56,16565.34,7.0,True,0.29,131.4,629.8,79.5,305.2,7.3,8.21,Faible risque,4.453,True,False,True,False
2022-06-01,2022,6,2,2022-06,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,ProHygiène,442.7,2.61,1155.45,5.4,False,7.71,3413.22,405.7,36.8,56.0,65.6,4.84,Risque élevé,0.539,False,False,True,False
2022-06-01,2022,6,2,2022-06,Nettoyant inox écologique,nettoyant inox,biosourcé,EcoClean,286.0,26.77,7656.22,7.7,True,0.74,211.64,924.7,79.2,267.9,67.0,7.76,Faible risque,3.45,True,False,True,True
2022-07-01,2022,7,3,2022-07,Décapant sol enzymatique,décapant,enzymatique,EcoClean,78.5,52.31,4106.34,8.2,True,0.66,51.81,1066.1,97.2,425.3,56.3,9.09,Faible risque,5.755,True,True,True,True
2022-07-01,2022,7,3,2022-07,Cire sol industrielle,entretien sol,solvant,ChemPro,375.6,34.35,12901.86,6.8,True,141.32,53079.79,463.0,28.4,7.2,51.5,2.95,Risque élevé,11.644,False,False,False,False
2022-07-01,2022,7,3,2022-07,Désodorisant industriel masquant,désodorisant,synthétique,EcoClean,455.1,29.32,13343.53,7.3,True,6.83,3108.33,258.9,39.6,83.8,39.5,5.51,Risque modéré,5.321,False,False,True,False
2022-07-01,2022,7,3,2022-07,Décapant sol industriel,décapant,solvant,VerteChimie,228.6,25.39,5804.15,7.3,True,109.19,24960.83,385.8,54.7,10.1,78.8,4.15,Risque élevé,6.118,False,False,False,False
2022-07-01,2022,7,3,2022-07,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,EcoClean,11.4,60.78,692.89,7.9,True,0.52,5.93,956.5,98.7,550.0,64.8,9.68,Faible risque,6.279,True,True,True,False
2022-07-01,2022,7,3,2022-07,Nettoyant haute pression concentré,nettoyant HP,alcalin,ProHygiène,415.6,39.17,16279.05,12.7,False,6.82,2834.39,266.1,52.5,104.7,76.4,4.36,Risque élevé,8.984,False,False,True,False
2022-07-01,2022,7,3,2022-07,Désodorisant enzymatique,désodorisant,enzymatique,VerteChimie,281.7,10.9,3070.53,8.3,True,0.36,101.41,410.4,93.8,417.3,3.3,8.91,Faible risque,1.223,True,True,True,True
2022-07-01,2022,7,3,2022-07,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,IndustraNett,408.0,42.56,17364.48,8.6,False,12.45,5079.6,163.9,38.4,36.2,2.9,4.71,Risque élevé,9.036,False,False,True,False
2022-07-01,2022,7,3,2022-07,Emulsion sol biosourcée,entretien sol,biosourcé,IndustraNett,229.9,52.32,12028.37,7.0,True,0.55,126.44,629.5,95.6,543.2,18.4,9.86,Faible risque,5.306,True,True,True,False
2022-07-01,2022,7,3,2022-07,Emulsion sol biosourcée,entretien sol,biosourcé,EcoClean,443.1,16.31,7226.96,7.9,True,0.75,332.33,886.4,90.7,283.2,17.9,8.13,Faible risque,2.006,True,True,True,True
2022-07-01,2022,7,3,2022-07,Mousse écologique certifiée,nettoyant multi,biosourcé,ChemPro,347.8,11.62,4041.44,7.7,True,0.41,142.6,710.8,98.7,235.6,40.7,8.15,Faible risque,1.426,True,True,True,False
2022-07-01,2022,7,3,2022-07,Désodorisant industriel masquant,désodorisant,synthétique,EcoClean,83.7,35.24,2949.59,8.8,False,6.88,575.86,376.4,21.0,76.9,3.9,4.45,Risque élevé,7.919,False,False,True,False
2022-08-01,2022,8,3,2022-08,Nettoyant inox alimentaire,nettoyant inox,acide,IndustraNett,319.3,9.48,3026.96,3.9,False,6.56,2094.61,112.5,33.4,55.0,6.7,4.29,Risque élevé,2.21,False,False,True,False
2022-08-01,2022,8,3,2022-08,Désodorisant industriel masquant,désodorisant,synthétique,IndustraNett,492.3,16.35,8049.1,6.2,False,11.28,5553.14,455.1,30.1,90.7,45.6,5.05,Risque modéré,3.238,False,False,True,False
2022-08-01,2022,8,3,2022-08,Mousse écologique certifiée,nettoyant multi,biosourcé,ChemPro,372.1,55.69,20722.25,7.7,True,0.6,223.26,936.3,78.6,419.5,10.3,8.65,Faible risque,6.438,True,True,True,False
2022-08-01,2022,8,3,2022-08,Désodorisant industriel masquant,désodorisant,synthétique,VerteChimie,31.7,44.08,1397.34,9.4,False,5.58,176.89,429.5,44.5,50.2,22.2,4.82,Risque élevé,9.145,False,False,True,False
2022-08-01,2022,8,3,2022-08,Nettoyant inox écologique,nettoyant inox,biosourcé,IndustraNett,181.1,23.38,4234.12,7.6,True,0.45,81.5,822.9,82.4,550.0,24.4,9.28,Faible risque,2.519,True,True,True,False
2022-08-01,2022,8,3,2022-08,Décapant sol industriel,décapant,solvant,IndustraNett,6.6,9.13,60.26,6.8,True,106.54,703.16,426.3,63.9,10.0,25.6,4.49,Risque élevé,2.033,False,False,False,False
2022-08-01,2022,8,3,2022-08,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,IndustraNett,122.9,4.2,516.18,5.5,False,11.67,1434.24,116.5,61.4,20.6,39.9,5.35,Risque modéré,0.785,False,False,True,False
2022-08-01,2022,8,3,2022-08,Désodorisant enzymatique,désodorisant,enzymatique,IndustraNett,426.9,7.51,3206.02,6.6,True,0.52,221.99,828.1,92.0,449.0,25.5,9.32,Faible risque,0.806,True,True,True,False
2022-09-01,2022,9,3,2022-09,Désodorisant enzymatique,désodorisant,enzymatique,EcoClean,53.3,4.29,228.66,8.5,True,0.32,17.06,1037.9,95.6,337.0,38.4,8.42,Faible risque,0.51,True,True,True,True
2022-09-01,2022,9,3,2022-09,Nettoyant acide biosourcé,détartrant,biosourcé,EcoClean,233.4,50.05,11681.67,7.7,True,0.34,79.36,826.6,78.6,337.4,80.0,8.16,Faible risque,6.134,True,True,True,False
2022-09-01,2022,9,3,2022-09,Cire sol industrielle,entretien sol,solvant,ProHygiène,64.6,21.8,1408.28,8.4,True,142.47,9203.56,278.2,54.0,11.0,32.9,3.36,Risque élevé,6.488,False,False,False,False
2022-09-01,2022,9,3,2022-09,Désodorisant enzymatique,désodorisant,enzymatique,ChemPro,337.7,4.4,1485.88,6.7,True,0.49,165.47,829.7,90.0,244.1,48.7,8.07,Faible risque,0.545,True,True,True,False
2022-09-01,2022,9,3,2022-09,Mousse écologique certifiée,nettoyant multi,biosourcé,VerteChimie,160.3,26.88,4308.86,8.4,True,0.56,89.77,742.7,76.2,410.0,34.7,8.31,Faible risque,3.235,True,False,True,True
2022-09-01,2022,9,3,2022-09,Nettoyant inox écologique,nettoyant inox,biosourcé,EcoClean,421.8,27.98,11801.96,8.5,True,0.59,248.86,694.9,89.3,441.1,16.3,8.86,Faible risque,3.158,True,False,True,False
2022-09-01,2022,9,3,2022-09,Nettoyant inox écologique,nettoyant inox,biosourcé,ProHygiène,176.4,5.65,996.66,8.0,True,0.41,72.32,836.1,94.8,485.0,12.0,9.44,Faible risque,0.599,True,True,True,False
2022-09-01,2022,9,3,2022-09,Mousse écologique certifiée,nettoyant multi,biosourcé,ProHygiène,468.6,15.75,7380.45,7.4,True,0.61,285.85,995.6,94.3,523.6,67.8,9.7,Faible risque,1.624,True,False,True,False
2022-10-01,2022,10,4,2022-10,Décapant sol enzymatique,décapant,enzymatique,VerteChimie,278.4,43.7,12166.08,7.6,True,0.43,119.71,677.4,95.8,299.4,10.7,8.48,Faible risque,5.153,True,False,True,True
2022-10-01,2022,10,4,2022-10,Emulsion sol biosourcée,entretien sol,biosourcé,IndustraNett,299.7,19.48,5838.16,7.0,True,0.51,152.85,622.7,86.6,200.7,18.0,7.8,Faible risque,2.497,True,False,True,True
2022-10-01,2022,10,4,2022-10,Désodorisant industriel masquant,désodorisant,synthétique,ChemPro,73.0,40.54,2959.42,7.3,True,10.1,737.3,356.2,56.8,106.2,34.0,6.11,Risque modéré,6.635,False,False,True,False
2022-10-01,2022,10,4,2022-10,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,VerteChimie,355.0,55.2,19596.0,7.9,True,0.52,184.6,975.5,77.4,625.7,2.5,9.04,Faible risque,6.106,True,True,True,False
2022-10-01,2022,10,4,2022-10,Emulsion sol biosourcée,entretien sol,biosourcé,IndustraNett,287.2,32.37,9296.66,8.5,True,0.76,218.27,1047.4,82.3,326.9,7.9,7.96,Faible risque,4.067,True,True,True,False
2022-10-01,2022,10,4,2022-10,Nettoyant acide détartrant,détartrant,acide,VerteChimie,215.6,35.2,7589.12,2.9,False,9.82,2117.19,132.7,32.6,85.0,46.6,4.1,Risque élevé,8.585,False,False,True,False
2022-10-01,2022,10,4,2022-10,Nettoyant inox écologique,nettoyant inox,biosourcé,VerteChimie,489.1,20.5,10026.55,7.7,True,0.46,224.99,1003.4,84.0,492.5,77.0,9.25,Faible risque,2.216,True,True,True,False
2022-10-01,2022,10,4,2022-10,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,ProHygiène,151.3,9.35,1414.66,7.1,True,14.18,2145.43,214.3,30.3,23.4,60.9,4.83,Risque élevé,1.936,False,False,True,False
2022-11-01,2022,11,4,2022-11,Nettoyant haute pression concentré,nettoyant HP,alcalin,IndustraNett,452.6,28.34,12826.68,11.8,False,6.87,3109.36,527.7,48.8,84.9,63.2,4.4,Risque élevé,6.441,False,False,True,False
2022-11-01,2022,11,4,2022-11,Désodorisant industriel masquant,désodorisant,synthétique,ChemPro,11.7,14.75,172.58,6.6,True,5.72,66.92,344.2,49.0,3.5,71.8,5.29,Risque modéré,2.788,False,False,True,False
2022-11-01,2022,11,4,2022-11,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,ProHygiène,86.6,42.14,3649.32,9.1,False,7.83,678.08,214.5,27.3,15.1,55.4,4.16,Risque élevé,10.13,False,False,True,False
2022-11-01,2022,11,4,2022-11,Désodorisant industriel masquant,désodorisant,synthétique,VerteChimie,32.3,11.46,370.16,9.9,False,6.97,225.13,336.2,58.4,64.0,65.7,5.15,Risque modéré,2.225,False,False,True,False
2022-11-01,2022,11,4,2022-11,Cire sol industrielle,entretien sol,solvant,EcoClean,316.9,23.86,7561.23,6.9,True,151.86,48124.43,361.7,43.6,7.2,49.9,3.32,Risque élevé,7.187,False,False,False,False
2022-11-01,2022,11,4,2022-11,Antirouille process,traitement surface,acide,EcoClean,172.4,28.7,4947.88,2.7,False,6.44,1110.26,111.1,41.9,81.0,10.9,4.33,Risque élevé,6.628,False,False,True,False
2022-11-01,2022,11,4,2022-11,Dégraissant solvant chloré,dégraissant,solvant,IndustraNett,434.7,6.0,2608.2,9.0,False,58.94,25621.22,263.9,29.9,7.6,56.1,3.54,Risque élevé,1.695,False,False,True,False
2022-11-01,2022,11,4,2022-11,Nettoyant acide détartrant,détartrant,acide,ChemPro,201.5,11.79,2375.68,2.2,False,6.99,1408.48,127.2,39.7,86.9,38.1,4.14,Risque élevé,2.848,False,False,True,False
2022-11-01,2022,11,4,2022-11,Nettoyant inox écologique,nettoyant inox,biosourcé,VerteChimie,140.6,59.52,8368.51,7.8,True,0.59,82.95,496.4,88.1,553.7,37.7,9.39,Faible risque,6.339,True,True,True,True
2022-11-01,2022,11,4,2022-11,Antirouille process,traitement surface,acide,VerteChimie,103.7,4.56,472.87,2.5,False,7.19,745.6,140.2,39.9,85.0,18.9,4.23,Risque élevé,1.078,False,False,True,False
2022-11-01,2022,11,4,2022-11,Nettoyant haute pression concentré,nettoyant HP,alcalin,IndustraNett,197.1,8.27,1630.02,11.0,False,6.12,1206.25,359.9,30.3,80.7,77.8,4.08,Risque élevé,2.027,False,False,True,False
2022-11-01,2022,11,4,2022-11,Nettoyant inox alimentaire,nettoyant inox,acide,VerteChimie,456.4,20.5,9356.2,3.0,False,11.41,5207.52,132.4,63.2,51.7,66.5,4.82,Risque élevé,4.253,False,False,True,False
2022-11-01,2022,11,4,2022-11,Antirouille process,traitement surface,acide,ProHygiène,114.9,41.86,4809.71,1.5,False,9.06,1040.99,119.8,36.1,117.5,2.7,3.97,Risque élevé,10.544,False,False,True,False
2022-11-01,2022,11,4,2022-11,Décapant sol enzymatique,décapant,enzymatique,ProHygiène,451.7,10.39,4693.16,7.7,True,0.46,207.78,929.4,78.3,436.6,41.2,8.75,Faible risque,1.187,True,False,True,False
2022-11-01,2022,11,4,2022-11,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,ProHygiène,488.2,12.97,6331.95,5.5,False,15.64,7635.45,188.0,51.6,26.5,48.3,5.04,Risque modéré,2.573,False,False,True,False
2022-11-01,2022,11,4,2022-11,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,IndustraNett,238.7,43.3,10335.71,8.3,True,0.53,126.51,895.5,85.8,370.5,68.3,8.39,Faible risque,5.161,True,True,True,True
2022-12-01,2022,12,4,2022-12,Nettoyant inox alimentaire,nettoyant inox,acide,EcoClean,311.7,31.34,9768.68,3.9,False,7.61,2372.04,118.5,62.0,96.7,54.1,5.38,Risque modéré,5.825,False,False,True,False
2022-12-01,2022,12,4,2022-12,Dégraissant solvant chloré,dégraissant,solvant,VerteChimie,186.3,14.88,2772.14,6.5,True,92.14,17165.68,317.6,39.4,6.9,42.9,3.84,Risque élevé,3.875,False,False,True,False
2022-12-01,2022,12,4,2022-12,Mousse écologique certifiée,nettoyant multi,biosourcé,EcoClean,147.1,17.1,2515.41,8.3,True,0.59,86.79,793.3,94.7,466.7,2.4,9.23,Faible risque,1.853,True,True,True,False
2022-12-01,2022,12,4,2022-12,Nettoyant inox alimentaire,nettoyant inox,acide,ChemPro,419.0,23.02,9645.38,3.3,False,5.66,2371.54,117.8,39.8,49.0,12.8,4.27,Risque élevé,5.391,False,False,True,False
2022-12-01,2022,12,4,2022-12,Nettoyant haute pression concentré,nettoyant HP,alcalin,IndustraNett,484.3,32.88,15923.78,11.5,False,4.31,2087.33,310.3,53.6,88.5,58.5,4.7,Risque élevé,6.996,False,False,True,False
2022-12-01,2022,12,4,2022-12,Antirouille process,traitement surface,acide,EcoClean,71.2,35.45,2524.04,3.6,False,9.61,684.23,96.6,44.9,52.3,64.7,4.49,Risque élevé,7.895,False,False,True,False
2022-12-01,2022,12,4,2022-12,Antirouille process,traitement surface,acide,VerteChimie,395.5,26.51,10484.7,3.9,False,3.85,1522.68,109.7,61.9,75.9,8.5,5.31,Risque modéré,4.992,False,False,True,False
2022-12-01,2022,12,4,2022-12,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,ProHygiène,13.8,29.23,403.37,7.2,True,0.37,5.11,751.2,75.6,460.9,7.3,8.97,Faible risque,3.259,True,True,True,True
2022-12-01,2022,12,4,2022-12,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,VerteChimie,183.4,17.52,3213.17,6.4,False,8.81,1615.75,503.3,40.9,60.6,16.7,5.29,Risque modéré,3.312,False,False,True,False
2022-12-01,2022,12,4,2022-12,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ProHygiène,483.4,18.93,9150.76,8.2,True,0.31,149.85,1051.7,82.3,430.1,36.4,8.68,Faible risque,2.181,True,False,True,False
2022-12-01,2022,12,4,2022-12,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ChemPro,334.2,41.21,13772.38,7.1,True,0.55,183.81,823.7,81.5,478.3,2.1,9.28,Faible risque,4.441,True,True,True,False
2022-12-01,2022,12,4,2022-12,Mousse écologique certifiée,nettoyant multi,biosourcé,IndustraNett,303.0,37.85,11468.55,7.3,True,0.35,106.05,902.4,86.8,313.0,41.9,8.38,Faible risque,4.517,True,True,True,True
2023-01-01,2023,1,1,2023-01,Dégraissant alcalin HD,dégraissant,alcalin,EcoClean,229.9,16.13,3708.29,12.6,False,8.43,1938.06,469.6,23.9,98.3,61.9,3.47,Risque élevé,4.648,False,False,True,False
2023-01-01,2023,1,1,2023-01,Nettoyant haute pression concentré,nettoyant HP,alcalin,EcoClean,384.1,8.95,3437.7,10.8,False,5.78,2220.1,340.3,26.1,73.1,77.2,3.98,Risque élevé,2.249,False,False,True,False
2023-01-01,2023,1,1,2023-01,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,VerteChimie,371.0,53.57,19874.47,7.4,True,0.45,166.95,652.4,90.6,217.8,60.4,7.9,Faible risque,6.781,True,True,True,True
2023-01-01,2023,1,1,2023-01,Antirouille process,traitement surface,acide,ProHygiène,162.2,15.83,2567.63,3.8,False,8.87,1438.71,122.1,41.6,93.1,46.9,4.7,Risque élevé,3.368,False,False,True,False
2023-01-01,2023,1,1,2023-01,Nettoyant acide détartrant,détartrant,acide,IndustraNett,16.1,12.76,205.44,3.5,False,5.14,82.75,147.9,64.9,60.5,68.9,5.16,Risque modéré,2.473,False,False,True,False
2023-02-01,2023,2,1,2023-02,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ChemPro,388.9,40.69,15824.34,8.1,True,0.5,194.45,582.0,86.2,170.6,29.3,7.26,Risque modéré,5.605,True,True,True,True
2023-02-01,2023,2,1,2023-02,Désodorisant enzymatique,désodorisant,enzymatique,VerteChimie,401.4,7.99,3207.19,7.5,True,0.8,321.12,1112.0,93.4,364.2,40.8,8.82,Faible risque,0.906,True,True,True,False
2023-02-01,2023,2,1,2023-02,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,EcoClean,433.5,35.69,15471.62,6.3,False,17.08,7404.18,297.2,42.2,29.1,38.7,5.0,Risque élevé,7.138,False,False,True,False
2023-02-01,2023,2,1,2023-02,Désodorisant enzymatique,désodorisant,enzymatique,IndustraNett,349.0,16.11,5622.39,7.8,True,0.61,212.89,433.0,87.8,315.6,54.6,8.27,Faible risque,1.948,True,True,True,False
2023-02-01,2023,2,1,2023-02,Nettoyant haute pression concentré,nettoyant HP,alcalin,ChemPro,139.6,21.36,2981.86,12.2,False,11.01,1537.0,416.0,26.0,100.7,47.6,3.64,Risque élevé,5.868,False,False,True,False
2023-03-01,2023,3,1,2023-03,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ProHygiène,328.8,26.75,8795.4,7.3,True,0.73,240.02,907.0,83.3,289.8,53.7,8.14,Faible risque,3.286,True,False,True,False
2023-03-01,2023,3,1,2023-03,Cire sol industrielle,entretien sol,solvant,IndustraNett,42.5,37.38,1588.65,6.4,False,130.92,5564.1,325.8,43.0,7.3,43.5,3.4,Risque élevé,10.994,False,False,False,False
2023-03-01,2023,3,1,2023-03,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,EcoClean,8.2,57.14,468.55,7.5,True,0.53,4.35,740.5,81.0,193.4,35.8,7.43,Risque modéré,7.69,True,False,True,True
2023-03-01,2023,3,1,2023-03,Nettoyant acide biosourcé,détartrant,biosourcé,ProHygiène,33.8,31.36,1059.97,8.4,True,0.58,19.6,859.5,91.4,329.5,6.1,8.28,Faible risque,3.787,True,True,True,False
2023-03-01,2023,3,1,2023-03,Désodorisant enzymatique,désodorisant,enzymatique,ProHygiène,77.3,40.4,3122.92,6.7,True,0.6,46.38,872.1,87.1,403.8,57.1,8.94,Faible risque,4.519,True,True,True,False
2023-03-01,2023,3,1,2023-03,Dégraissant solvant chloré,dégraissant,solvant,VerteChimie,433.9,12.16,5276.22,5.3,False,157.32,68261.15,433.6,58.5,5.3,15.6,3.26,Risque élevé,3.73,False,False,True,False
2023-04-01,2023,4,2,2023-04,Désodorisant industriel masquant,désodorisant,synthétique,ChemPro,157.4,33.39,5255.59,5.8,False,8.15,1282.81,376.3,64.6,87.5,68.4,5.99,Risque modéré,5.574,False,False,True,False
2023-04-01,2023,4,2,2023-04,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,EcoClean,43.0,23.76,1021.68,8.1,True,0.57,24.51,520.2,91.6,637.7,58.5,9.4,Faible risque,2.528,True,True,True,False
2023-04-01,2023,4,2,2023-04,Nettoyant acide détartrant,détartrant,acide,EcoClean,205.0,14.77,3027.85,4.0,False,8.28,1697.4,139.3,24.1,70.4,60.7,4.11,Risque élevé,3.594,False,False,True,False
2023-04-01,2023,4,2,2023-04,Nettoyant acide détartrant,détartrant,acide,EcoClean,332.7,14.33,4767.59,3.4,False,12.38,4118.83,132.8,43.8,76.5,19.6,4.5,Risque élevé,3.184,False,False,True,False
2023-04-01,2023,4,2,2023-04,Nettoyant acide détartrant,détartrant,acide,VerteChimie,340.4,32.07,10916.63,3.5,False,9.5,3233.8,149.2,42.9,70.7,13.8,4.51,Risque élevé,7.111,False,False,True,False
2023-04-01,2023,4,2,2023-04,Décapant sol industriel,décapant,solvant,IndustraNett,17.6,4.4,77.44,7.0,True,111.83,1968.21,344.8,43.0,9.1,43.0,3.85,Risque élevé,1.143,False,False,True,False
2023-05-01,2023,5,2,2023-05,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,ProHygiène,362.4,15.08,5464.99,7.3,True,6.3,2283.12,327.3,20.6,99.3,34.3,5.04,Risque modéré,2.992,False,False,True,False
